0.01	983897	16103	676.671	16823.3	538.99	
0.05	949244	50756	506.542	13080.4	665.8	
0.1	904405	95595	379.179	9270.05	698.74	
0.01	983714	16286	681.781	17101.5	534.33	
0.05	948919	51081	515.14	13203.8	661.7	
0.1	903006	96994	381.667	9364.89	716.94	
0.01	983727	16273	694.209	17423.2	490.05	
0.05	948690	51310	520.082	13340.5	652.13	
0.1	902502	97498	385.382	9469.61	718.75	
0.01	983776	16224	708.294	17709.7	456.19	
0.05	948334	51666	530.017	13630.6	626.54	
0.1	902119	97881	392.017	9625.38	675.24	
0.01	983645	16355	721.409	17873.6	540.06	
0.05	948116	51884	538.498	13824.6	662.89	
0.1	901338	98662	401.259	9777.72	717.24	
0.01	983741	16259	730.184	18440.6	521.01	
0.05	947746	52254	545.444	13939.2	693.2	
0.1	900956	99044	401.902	9844.59	756.9	
0.01	983507	16493	741.707	18435.9	520	
0.05	947045	52955	550.656	14127.3	662.28	
0.1	899465	100535	407.751	9978.87	734.41	
0.01	983463	16537	752.278	18821.5	1103.75	
0.05	947254	52746	555.711	14290.8	1401.15	
0.1	899707	100293	413.018	10040.7	1630.56	
0.01	983480	16520	762.823	19025.1	728.64	
0.05	946518	53482	565.583	14396.4	896.81	
0.1	898734	101266	418.077	10143.1	964.3	
0.01	983333	16667	784.124	19267.6	588.02	
0.05	946085	53915	578.557	14698.1	723.42	
0.1	897892	102108	430.975	10327.2	779	
0.01	983306	16694	814.315	19893.2	571.13	
0.05	944848	55152	598.235	14932.5	742.65	
0.1	896330	103670	444.439	10496.2	804.01	
0.01	983032	16968	822.931	19903.7	614.02	
0.05	944986	55014	604.02	15057.2	755.04	
0.1	895140	104860	447.918	10587.5	816.37	
0.01	983107	16893	835.187	20467.2	592.98	
0.05	944630	55370	617.973	15339.7	747.35	
0.1	894890	105110	458.051	10746.4	803.97	
0.01	982983	17017	851.263	20679.2	804.36	
0.05	944070	55930	624.076	15496.7	998.28	
0.1	894827	105173	463.904	10792.6	1065.39	
0.01	982964	17036	854.135	20840.7	606.18	
0.05	943913	56087	633.545	15606	797.26	
0.1	894746	105254	466.194	10896.2	846.64	
0.01	982812	17188	876.933	21103.6	546.1	
0.05	943560	56440	641.281	15815.3	718.66	
0.1	893070	106930	476.614	11054.1	861.96	
0.01	982873	17127	902.564	21768.1	640.89	
0.05	942667	57333	660.305	16109.6	806.03	
0.1	891902	108098	485.389	11232.2	859.9	
0.01	982833	17167	909.529	21892.6	867.6	
0.05	942167	57833	665.188	16280.1	1076.16	
0.1	891057	108943	493.269	11314.1	1149.44	
0.01	982926	17074	920.429	22168.5	663.24	
0.05	942740	57260	670.929	16363.5	848.32	
0.1	891033	108967	494.176	11395.7	908.52	
0.01	982685	17315	927.471	22326.1	888.36	
0.05	941831	58169	672.923	16391.1	1089.4	
0.1	890168	109832	500.881	11443.4	1175.05	
0.01	982804	17196	945.314	22760.8	1388.02	
0.05	941691	58309	684.674	16693.2	1787.61	
0.1	890126	109874	509.791	11626.6	2003.55	
0.01	982717	17283	946.555	22793.8	675.22	
0.05	941598	58402	692.386	16753	840.02	
0.1	889427	110573	513.974	11623.3	894.63	
0.01	982710	17290	963.052	23036.4	1393.99	
0.05	941012	58988	695.474	16898.2	1813.28	
0.1	889668	110332	515.73	11780.5	1995.09	
0.01	982408	17592	967.339	23160.8	731.62	
0.05	940953	59047	704.872	17007	901.03	
0.1	888802	111198	520.324	11856	963.06	
0.01	982654	17346	980.414	23652	617.11	
0.05	941051	58949	706.551	17272.2	846.11	
0.1	888829	111171	525.866	12008.3	941.81	
0.01	982615	17385	980.156	23580.1	665.99	
