0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0.01	 989380	 10620	 8798.11	 1.05069e+06	 2307.93	
0.05	 948422	 51578	 5403.25	 340065	 2574.48	
0.1	 902812	 97188	 4092.45	 199303	 2622.12	
0.01	 989345	 10655	 8610.34	 1.06645e+06	 2322.31	
0.05	 948661	 51339	 5431.91	 340771	 2629.26	
0.1	 901933	 98067	 4095.35	 200165	 2681.5	
0.01	 989337	 10663	 8547.91	 1.04375e+06	 2246.83	
0.05	 948669	 51331	 5303.09	 336091	 2546.39	
0.1	 902382	 97618	 4038.51	 196265	 2607.92	
0.01	 989085	 10915	 8945.82	 1.09576e+06	 2344.95	
0.05	 948100	 51900	 5572.38	 349848	 2675.66	
0.1	 901856	 98144	 4218.86	 204409	 2759.98	
0.01	 989290	 10710	 8744.57	 1.05739e+06	 2204.75	
0.05	 949230	 50770	 5524.68	 343429	 2466.49	
0.1	 902575	 97425	 4098.85	 201302	 2514.84	
0.01	 989263	 10737	 8731.03	 1.04915e+06	 2046.46	
0.05	 948757	 51243	 5384.59	 338963	 2269.5	
0.1	 902754	 97246	 4062.62	 199280	 2368.04	
0.01	 989276	 10724	 9003.18	 1.07257e+06	 2230.45	
0.05	 949049	 50951	 5504.63	 342592	 2462.76	
0.1	 902469	 97531	 4104.52	 200385	 2521.67	
0.01	 989205	 10795	 8816.41	 1.05634e+06	 2446.34	
0.05	 948504	 51496	 5383.18	 340503	 2488.19	
0.1	 902716	 97284	 4096.2	 200161	 2316.56	
0.01	 989240	 10760	 8934.05	 1.07574e+06	 1934.66	
0.05	 948822	 51178	 5489.1	 347119	 2166.03	
0.1	 902167	 97833	 4142.19	 203646	 2235.39	
0.01	 989239	 10761	 8812.63	 1.05531e+06	 5155	
0.05	 948581	 51419	 5420.41	 340179	 5804.82	
0.1	 902779	 97221	 4078.54	 199770	 6032.51	
0.01	 989709	 10291	 7047.83	 862301	 1649.61	
0.05	 950579	 49421	 4454.68	 276633	 1849.05	
0.1	 906448	 93552	 3425.18	 162429	 1879.53	
0.01	 989690	 10310	 7042.08	 862553	 1730.54	
0.05	 950341	 49659	 4502.57	 280442	 2072.37	
0.1	 905706	 94294	 3447.55	 164314	 2174.05	
0.01	 989794	 10206	 7004.12	 855104	 1756.27	
0.05	 951109	 48891	 4465.86	 277943	 1936.06	
0.1	 906124	 93876	 3389.94	 162786	 1972.6	
0.01	 989717	 10283	 7140.25	 852210	 1849.21	
0.05	 950709	 49291	 4490.29	 280083	 2086.05	
0.1	 906295	 93705	 3486.87	 163983	 2050.29	
0.01	 989804	 10196	 7091.03	 858655	 1724.56	
0.05	 950551	 49449	 4468.91	 278017	 1970.05	
0.1	 905764	 94236	 3457.57	 163447	 2006.75	
0.01	 989743	 10257	 7156.23	 863035	 1746.94	
0.05	 950429	 49571	 4507.92	 279000	 1966.7	
0.1	 906193	 93807	 3441.49	 163425	 2072.66	
0.01	 989784	 10216	 7173.83	 857975	 1706.36	
0.05	 950847	 49153	 4529.86	 278811	 1953.27	
0.1	 906065	 93935	 3441.58	 163487	 2066.31	
0.01	 989676	 10324	 6912.5	 848550	 1805.87	
0.05	 950636	 49364	 4415.86	 274244	 2035.68	
0.1	 905826	 94174	 3387.32	 161087	 2065.29	
0.01	 989655	 10345	 7161.9	 845045	 1692.51	
0.05	 950548	 49452	 4509.5	 280215	 2007.98	
0.1	 905792	 94208	 3452.44	 163467	 2060.03	
0.01	 989817	 10183	 7101.61	 857778	 1719.93	
0.05	 950672	 49328	 4413.98	 274951	 1952.44	
0.1	 906406	 93594	 3391.34	 161407	 1957.22	
0.01	 989882	 10118	 6457.21	 789941	 1571.48	
0.05	 951258	 48742	 4178.14	 258943	 1872.54	
0.1	 906828	 93172	 3211.61	 151798	 1906.71	
0.01	 989916	 10084	 6559.92	 791156	 1563.22	
0.05	 951183	 48817	 4172.01	 257402	 1803.5	
0.1	 907159	 92841	 3200.99	 150812	 1845.81	
0.01	 989929	 10071	 6603.25	 795410	 2039.65	
0.05	 951591	 48409	 4199.28	 260057	 2291.36	
0.1	 906525	 93475	 3240.07	 152398	 2384.69	
0.01	 989876	 10124	 6630.06	 784420	 1569.26	
0.05	 951211	 48789	 4173.04	 259074	 1804.18	
0.1	 907509	 92491	 3238.16	 151996	 1848.63	
0.01	 989976	 10024	 6513.6	 783912	 1566.07	
0.05	 951443	 48557	 4144.07	 256599	 1813.09	
0.1	 907507	 92493	 3220.02	 151005	 1834.42	
0.01	 989722	 10278	 6508.51	 803369	 1859.27	
