0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0	 0	 0	 0	 0	 0	
0.01	 995252	 4748	 3686.39	 407236	 760.45	
0.05	 976699	 23301	 2814.41	 173324	 917.83	
0.1	 953208	 46792	 2436.3	 106434	 1009.33	
0.01	 995184	 4816	 3800.37	 431218	 781.99	
0.05	 975961	 24039	 2826.8	 173980	 975.96	
0.1	 952189	 47811	 2438.65	 107038	 1067.85	
0.01	 995004	 4996	 3787.67	 444085	 758.15	
0.05	 975577	 24423	 2858.58	 175413	 926.49	
0.1	 950386	 49614	 2444.69	 107231	 1006.76	
0.01	 995411	 4589	 3715.34	 415544	 706.66	
0.05	 977547	 22453	 2771.49	 171481	 835.91	
0.1	 954418	 45582	 2402.06	 105856	 916.64	
0.01	 995520	 4480	 3705.61	 411388	 700.87	
0.05	 977925	 22075	 2795.35	 170634	 866.86	
0.1	 955089	 44911	 2450.8	 105784	 939.38	
0.01	 995258	 4742	 3808.2	 425338	 715.04	
0.05	 976100	 23900	 2839.51	 174086	 888.92	
0.1	 952636	 47364	 2419.56	 106759	 941.6	
0.01	 995297	 4703	 3758.98	 424984	 725.2	
0.05	 976508	 23492	 2789.6	 173852	 895.27	
0.1	 952909	 47091	 2430.05	 106650	 996.66	
0.01	 995262	 4738	 3715.31	 417697	 624.64	
0.05	 976519	 23481	 2818.1	 173451	 834.45	
0.1	 953344	 46656	 2442.21	 106579	 962.93	
0.01	 995540	 4460	 3707.94	 409084	 577.23	
0.05	 977742	 22258	 2779.38	 170187	 694.82	
0.1	 954969	 45031	 2430.2	 105874	 761.02	
0.01	 995362	 4638	 3743.41	 426303	 1594.75	
0.05	 977004	 22996	 2812.8	 173168	 1870.7	
0.1	 952790	 47210	 2447.17	 106977	 2066.97	
0.01	 994541	 5459	 3826.99	 441159	 867.23	
0.05	 972847	 27153	 2789.5	 168311	 1088.51	
0.1	 946615	 53385	 2377.86	 102725	 1187.52	
0.01	 994358	 5642	 3800.49	 442213	 932.96	
0.05	 972299	 27701	 2786.15	 169440	 1185.4	
0.1	 945860	 54140	 2338.41	 102813	 1245.35	
0.01	 994474	 5526	 3866.64	 435162	 917.49	
0.05	 972345	 27655	 2813.72	 169036	 1163.83	
0.1	 945434	 54566	 2373.56	 103113	 1266.04	
0.01	 994395	 5605	 3801.13	 445336	 864.69	
0.05	 972677	 27323	 2796.47	 169121	 1041.31	
0.1	 946152	 53848	 2368.46	 102647	 1116.25	
0.01	 994608	 5392	 3799.25	 437245	 918.78	
0.05	 973011	 26989	 2773.74	 167631	 1139.18	
0.1	 946687	 53313	 2380.35	 102110	 1247.21	
0.01	 994639	 5361	 3771.36	 446722	 905.41	
0.05	 973066	 26934	 2800.81	 168475	 1151.08	
0.1	 946179	 53821	 2364.6	 102803	 1256.64	
0.01	 994669	 5331	 3854.24	 436201	 909.24	
0.05	 973085	 26915	 2772.52	 168363	 1142.01	
0.1	 946890	 53110	 2358.74	 102463	 1243.24	
0.01	 994410	 5590	 3902.6	 444715	 897.14	
0.05	 972147	 27853	 2811.7	 168626	 1084.83	
0.1	 945136	 54864	 2373.26	 103142	 1162.26	
0.01	 994521	 5479	 3808.12	 436179	 915.42	
0.05	 973241	 26759	 2789.63	 169286	 1134.75	
0.1	 946273	 53727	 2381.27	 102921	 1264.94	
0.01	 994331	 5669	 3864.15	 453310	 943.25	
0.05	 971659	 28341	 2791.03	 169883	 1177.26	
0.1	 944411	 55589	 2365.67	 103617	 1305.09	
0.01	 993909	 6091	 3835.22	 457478	 1125.85	
0.05	 970354	 29646	 2820.79	 169237	 1425.44	
0.1	 941599	 58401	 2357.81	 102048	 1524.89	
0.01	 993875	 6125	 3951.65	 445697	 1123.93	
0.05	 970219	 29781	 2838.55	 169747	 1421.65	
0.1	 942122	 57878	 2367.56	 102342	 1533.98	
0.01	 994059	 5941	 3890.66	 459900	 1447.51	
0.05	 970623	 29377	 2835.72	 168734	 1817.55	
0.1	 942632	 57368	 2367.1	 101844	 1948.98	
0.01	 994079	 5921	 3917.56	 454799	 1114.57	
0.05	 970371	 29629	 2823.23	 168322	 1406.58	
0.1	 941999	 58001	 2357.21	 102229	 1515.9	
0.01	 994123	 5877	 3880.46	 454577	 1100.29	
0.05	 970469	 29531	 2809.08	 169710	 1408.07	
0.1	 942131	 57869	 2358	 102204	 1513.96	
0.01	 993945	 6055	 3863.4	 438359	 1249.36	
0.05	 970628	 29372	 2804.29	 169280	 1577.1	
0.1	 942378	 57622	 2368.31	 101943	 1724.6	
0.01	 994020	 5980	 3869.31	 447588	 2109.78	
0.05	 970868	 29132	 2803.08	 168769	 2566.2	
0.1	 942514	 57486	 2358.68	 101690	 2733.78	
0.01	 993823	 6177	 3884.85	 458948	 1143.45	
0.05	 969975	 30025	 2806.09	 169418	 1428.31	
0.1	 941296	 58704	 2385.62	 102305	 1543.52	
0.01	 993947	 6053	 3849.61	 448984	 2135.37	
0.05	 970842	 29158	 2772.86	 170064	 2618.16	
0.1	 942650	 57350	 2373.43	 102049	 2813.05	
0.01	 993851	 6149	 3924.51	 461770	 1126.94	
0.05	 970502	 29498	 2803.45	 168653	 1380.03	
0.1	 941770	 58230	 2357.02	 102094	 1523.76	
0.01	 993930	 6070	 3905.73	 457844	 1257.57	
0.05	 969328	 30672	 2817.26	 169088	 1629.68	
0.1	 939985	 60015	 2355.91	 101921	 1787.88	
0.01	 993743	 6257	 3941.08	 451140	 1234.08	
0.05	 969025	 30975	 2827.97	 169447	 1566.42	
0.1	 939395	 60605	 2353.12	 101917	 1692.6	
0.01	 993818	 6182	 3970.8	 459212	 1307.63	
0.05	 968655	 31345	 2804.56	 169187	 1665.83	
0.1	 938893	 61107	 2360.76	 102057	 1821.8	
0.01	 993840	 6160	 3949.42	 456459	 2072.6	
0.05	 969060	 30940	 2781.97	 168964	 2591.08	
0.1	 940038	 59962	 2369.66	 101636	 2833.57	
0.01	 993809	 6191	 3895.09	 457366	 1280.31	
0.05	 969357	 30643	 2802.17	 168771	 1650.95	
0.1	 939642	 60358	 2356.92	 101861	 1800.62	
0.01	 993717	 6283	 3955.52	 454429	 1292.38	
0.05	 969141	 30859	 2797.28	 168646	 1634.11	
0.1	 939381	 60619	 2358.49	 101889	 1827.44	
0.01	 993652	 6348	 3984.47	 461262	 2415.76	
0.05	 969057	 30943	 2805.63	 169140	 2968.15	
0.1	 939236	 60764	 2359.06	 102369	 3275.55	
0.01	 993689	 6311	 3939.58	 453027	 2384.87	
0.05	 969282	 30718	 2815.25	 168464	 2874.47	
0.1	 939407	 60593	 2362.82	 102246	 3104.76	
0.01	 993594	 6406	 3908.51	 468046	 2422.68	
0.05	 968918	 31082	 2816.31	 168488	 2889.34	
0.1	 939115	 60885	 2369.4	 101731	 3110.9	
0.01	 993775	 6225	 3936.65	 459136	 2393.22	
0.05	 969324	 30676	 2826.27	 167898	 2862.16	
