ID,PositionX,PositionY,PositionZ
2554,1861.62,2661.71,7.218312184629207
4020,1854.8,2481.18,7.258454360915099
18259,1850.23,10042.0,7.263197407456067
2546,1740.05,2678.98,7.276731997925686
7663,1669.87,2072.56,7.313212298487486
22280,1961.49,11570.0,7.338282164847692
2592,1799.04,2932.24,7.3669527980244816
7678,1717.34,2244.66,7.3811293140039576
2573,1688.59,2858.09,7.401866227975303
20665,1834.07,10510.9,7.4334571994447645
7557,1803.34,760.4580000000001,7.463332212689695
7284,1755.93,7848.87,7.521068076503508
25463,1890.88,12388.9,7.573406311823785
22839,1842.11,11703.8,7.589179021795189
21207,1834.72,10604.7,7.613105758563811
19020,1731.04,10335.0,7.624424752757442
22858,2232.91,11947.3,7.6319996963122945
15514,1685.4,9815.94,7.6849347332336535
20666,1927.68,10533.5,7.736887011024749
11236,1585.53,9322.03,7.777421097329631
3998,1834.36,2390.77,7.780872515095076
20705,2019.61,11114.4,7.7822085738525555
22261,2048.71,11416.1,7.830059543072027
2596,1824.77,2935.34,7.831652520309845
3910,1758.62,8153.47,7.843426672906811
21676,1656.99,10803.0,7.847256221169841
18977,1721.78,10157.1,7.855174301881398
20704,2015.24,11105.5,7.909765990861115
3951,1518.68,1649.6,7.9140461246806755
23510,1831.03,11732.7,7.915859807809469
20719,1986.0,11133.8,7.936287830041109
23537,2113.12,12000.9,7.960344299919696
25518,2810.35,12949.2,7.968342913922537
3960,1543.04,1887.93,8.050036828762895
174,1645.31,4930.85,8.085707694466644
7662,1649.89,2067.42,8.1184553245943
21254,1884.98,11223.3,8.162357867573837
20706,1993.79,11120.5,8.173721437938259
2515,1749.79,1820.36,8.23286544642967
22296,2103.65,11861.2,8.237573879288737
22301,2210.11,11895.4,8.280560835935825
20667,1899.09,10553.4,8.288840287327442
21678,1923.18,10851.1,8.388860172011885
1447,1832.57,3086.79,8.396144279400419
22855,2241.91,11851.2,8.478907779531658
1446,1847.05,3117.45,8.495444474751036
107,1688.78,4374.43,8.542563521962533
344,1840.47,5856.37,8.579965933247435
22279,2061.75,11552.1,8.58993447011511
291,1808.77,5523.47,8.601820844490513
3990,1775.05,2449.9,8.617802463716115
27145,2193.16,13176.5,8.64272782393173
21227,1904.2,11076.2,8.645811018117405
22848,2088.44,11918.6,8.658432149249531
24962,2571.23,12472.3,8.691754386218559
7538,1684.38,506.11,8.712074405718576
3988,1668.57,2357.09,8.792511436763958
7671,1775.66,2069.14,8.812946572252773
24955,2472.22,12518.8,8.817521494605005
21273,1995.99,11322.5,8.826270698529157
187,1804.53,4823.41,8.847066128774932
7689,1825.14,2219.8,8.868966364874504
25469,2184.05,12440.1,8.87138763767749
5654,1729.69,9064.96,8.886869713144078
22300,2208.34,11885.3,8.897809444201972
7577,1319.58,1197.61,8.922078824623238
7312,1731.1,7970.85,8.94771475080971
7286,1595.24,7891.47,8.9548523843688
22272,1891.37,11511.7,8.958635861755006
23557,2074.76,12016.4,8.972139545622998
7287,1740.2,7939.56,8.982169185206288
21172,1920.98,10560.7,8.993255344726768
2533,1854.56,2642.92,8.998843645959619
2462,1751.49,6998.34,9.011375931490297
20631,1567.9,10512.7,9.053194431736134
4026,1867.36,2600.22,9.053780915124598
1432,1853.52,2827.87,9.065797385101758
143,1770.18,4522.57,9.070245313612084
27182,2312.38,13428.3,9.078515563487345
14248,1501.07,9482.48,9.110179028553759
29194,2619.64,14028.4,9.127003909176121
28237,2831.43,13637.1,9.13541457722824
9547,1601.37,749.919,9.166412185391447
64,1687.98,3891.52,9.174295010000575
1441,1707.09,3074.64,9.189864870237374
19018,1740.39,10303.2,9.203503653675257
292,1804.84,5538.93,9.236892189378038
467,1740.03,3322.23,9.23772905735668
25483,2159.47,12661.6,9.28855268811307
4046,1868.31,2704.87,9.300912681165933
2579,1747.45,2918.53,9.353087201009378
1453,1730.61,3189.44,9.365473578991773
21268,1971.39,11293.8,9.3677331824351
20721,1961.2,11147.7,9.374781869375303
14250,1492.27,9463.21,9.378433795142511
488,1729.45,3630.8,9.391842115842541
24320,2377.1,12605.9,9.43593188722593
22281,2073.64,11550.5,9.448641607354377
21166,1845.77,10559.4,9.489642768487561
3908,1748.29,8141.77,9.49651263569704
11286,1513.11,187.59400000000002,9.5416039393158
22277,2025.4,11485.0,9.542217598719745
18927,1678.24,10013.6,9.580831898855886
23518,1965.32,11756.8,9.644796783174774
22283,2055.38,11566.7,9.645971142384086
11279,1607.74,123.21799999999999,9.660564039098343
24960,2594.65,12458.2,9.680087868664556
2513,1664.26,1935.95,9.681214512376384
20163,1881.7,10406.8,9.683740466085473
7634,1416.97,1787.3,9.718098191813246
3952,1577.62,1680.09,9.730957492762641
23553,2238.69,11990.3,9.747057328627847
23536,2033.3,11956.6,9.754158731762617
11290,1599.88,207.81799999999998,9.7574662295846
385,1800.84,6319.53,9.792131702642683
26569,2882.67,13376.1,9.801320561858102
21237,1999.13,11046.4,9.834848390950077
2559,1866.54,2693.09,9.840515533317397
21229,1973.6,10961.2,9.865373397462381
251,1784.03,5285.5,9.876630417601518
374,1793.31,6113.06,9.898648418201756
253,1477.09,5420.58,9.929581754166788
485,1771.03,3454.69,9.947718780941772
18993,1783.24,10236.8,9.950424779697395
3969,1658.77,1886.55,9.96713530015996
26562,2697.76,13110.0,9.976568109428179
7223,1749.02,7595.31,10.005318889201217
3993,1855.26,2455.77,10.01400237079754
24321,2564.05,12541.5,10.04153191386683
3943,1690.25,1572.37,10.046160923679492
3903,1761.03,8225.84,10.063791504516818
2558,1863.65,2656.18,10.067643031741063
18980,1755.98,10189.2,10.130790252291371
7551,1648.79,777.4110000000001,10.157074249031627
12900,1528.13,96.861,10.160525552870576
7529,1672.63,9189.27,10.195375077380918
7548,1736.08,694.301,10.211194450448332
28238,2917.75,13613.6,10.222520551904049
20190,1881.25,10471.8,10.266594390882416
27183,2692.33,13433.2,10.282763533487762
5607,1778.78,8139.85,10.290222303496163
25517,2567.81,12903.2,10.306179222012096
26565,2769.75,13375.0,10.354867792308422
3986,1744.45,2350.18,10.395399944388146
22863,2148.12,11941.5,10.406211338633721
2482,1762.52,8240.28,10.411800140022722
21679,1903.95,10813.5,10.451103102891361
1466,1705.67,3282.71,10.478510773637023
2583,1609.32,2941.98,10.485174822321573
3942,1685.24,1562.48,10.497131441376983
9511,1647.06,9265.02,10.506534751917737
7669,1787.33,2087.65,10.516901482074045
20717,1831.16,11178.4,10.517573476666087
375,1783.27,6181.66,10.52676201085866
112,1752.89,4340.9,10.529962960109804
22860,2233.26,11842.6,10.543786682013053
105,1631.83,4368.38,10.579841309536121
466,1723.2,3312.69,10.582719489402944
23551,2250.84,11960.4,10.583602617903779
400,1755.45,6478.6,10.593767144265932
25498,2550.58,12677.8,10.609053571440466
24941,2182.16,12112.9,10.620802092027732
7587,1766.65,1384.55,10.636243800980782
21680,1929.09,10840.8,10.646885659620343
21173,1883.54,10571.5,10.657518681348579
1361,1664.13,6776.07,10.675742503325441
27165,3019.88,13194.7,10.680531486039433
5672,1335.89,1244.69,10.703330459845125
24947,2065.65,12297.3,10.706047486439868
20727,2009.35,11179.9,10.714410009209505
20674,1892.84,10525.7,10.714833876102908
22284,2028.04,11567.3,10.719377731818101
234,1757.83,5262.53,10.736967988405546
20725,2022.15,11156.3,10.750637591886173
20726,2018.47,11162.0,10.754260350153858
18998,1866.06,10195.7,10.785612894550969
22864,2196.38,11949.8,10.80437405337509
3919,1892.4,8457.86,10.809288294473891
1454,1736.05,3192.25,10.8196274492648
9605,1830.13,1119.51,10.823974999232387
24942,2235.39,12142.2,10.84719755975962
11329,1677.36,586.323,10.857550540230179
177,1628.56,4862.51,10.889323825171058
20708,1978.01,10976.3,10.898370226168636
1366,1778.36,6754.55,10.927021217646548
7578,1344.01,1201.08,10.94936713377125
26557,1945.69,13075.7,10.953762769304339
366,1762.37,6169.98,10.963777739193468
5676,1633.58,1536.88,10.964132733932109
79,1830.01,4008.55,11.017469429119165
18958,1770.31,10035.7,11.048524908021301
2650,1708.09,3252.46,11.064930408436119
27169,2110.5,13275.7,11.075744702783682
11243,1539.33,9314.85,11.096219239614554
25514,2688.38,12879.6,11.128074331241473
21267,2001.13,11257.2,11.140457049860656
214,1804.57,4992.61,11.14520099055342
152,1708.77,4659.36,11.14620903791464
14255,1503.28,9471.99,11.197134406277986
22282,2026.69,11556.3,11.1993013328875
285,1709.17,5546.54,11.26371201182704
1357,1651.43,6635.98,11.263717265787626
3954,1750.71,1643.57,11.329086748876836
1448,1799.79,3160.45,11.340476667643237
384,1794.87,6264.82,11.341120745661364
7288,1743.33,7804.95,11.344214066526055
280,1761.24,5502.78,11.369842398002046
23543,2240.49,11928.4,11.382227084184812
1425,1853.9,2821.55,11.397718229824216
108,1730.72,4399.89,11.398828733391817
18994,1778.28,10104.6,11.401173011859296
20716,1913.23,11175.1,11.407564424423681
3973,1883.97,1835.14,11.414659518494844
80,1757.52,4147.59,11.442341004206916
11277,1525.35,118.2,11.44499413377497
51,1797.01,3439.83,11.446838580947889
21703,1922.15,11073.2,11.457102127829742
3918,1894.93,8464.88,11.459294673768731
18995,1832.2,10118.0,11.461613545155679
27164,3023.87,13189.4,11.463717221849466
28728,2307.46,13776.3,11.46571996237019
23513,1818.97,11785.1,11.513096102453272
24302,2259.19,12056.3,11.550494617956248
279,1744.87,5492.35,11.551409267261256
21752,1931.6,11395.1,11.569473871867284
21765,2061.07,11397.9,11.591666136965454
2521,1733.55,1970.33,11.611935905899317
9515,1637.42,9276.92,11.635030783929182
7575,1352.2,1161.27,11.666753573474672
24973,2511.6,12589.0,11.675922520229681
296,1851.49,5636.46,11.679108960130577
7576,1346.12,1185.39,11.701724479709695
250,1803.78,5260.32,11.707504496553565
7684,1743.77,2165.79,11.728559337018407
57,1737.83,3782.57,11.767928958772524
2553,1829.47,2657.56,11.771645249482129
331,1476.84,5909.9,11.771848602099702
23558,2099.65,12028.6,11.792346861551653
7695,1825.21,2244.62,11.813777956519898
14253,1498.9,9463.84,11.83453727307035
2514,1666.02,1941.14,11.835050969223131
27137,1710.73,13194.6,11.849987468249028
25980,2692.8,12900.9,11.879050910244743
274,1767.64,5406.41,11.88592098839717
14254,1496.72,9471.49,11.895168568005376
392,1431.37,6407.8,11.896257650809352
23545,2164.87,11948.8,11.912248879782059
17451,1749.35,9872.51,12.019004988322031
23514,1933.76,11794.2,12.026441896722378
19637,1746.57,10311.4,12.038718917925651
258,1717.48,5470.03,12.04961488681719
19638,1726.49,10322.7,12.049630215506616
3906,1666.58,8242.83,12.054730096968479
54,1788.94,3563.99,12.071172775055086
25477,2567.94,12430.3,12.078712749778864
3962,1567.19,1876.89,12.086787738555808
487,1754.67,3617.52,12.098738750303571
171,1848.5,4702.17,12.104509216049275
21668,1889.21,10738.1,12.120329167795662
5595,1736.12,8151.18,12.122035695078551
25943,2566.85,12887.3,12.147528203244097
3904,1758.21,8259.3,12.171449018911243
2542,1743.74,2790.99,12.190316740798725
14258,1494.2,9476.26,12.192011764425967
25950,2600.54,12891.1,12.204516307890232
373,1798.71,6107.12,12.211445501244375
11293,1706.34,299.637,12.233108710809914
18979,1661.1,10178.4,12.235883798291363
97,1787.72,4127.98,12.257120528399074
3957,1706.53,1633.69,12.258522724270671
23531,2111.67,11847.9,12.261756456956004
3984,1711.32,2443.33,12.266972372734427
5688,1377.25,1717.67,12.270776600692594
3959,1542.66,1850.2,12.283822763151974
5572,1726.49,7526.3,12.284186254514129
23562,2227.5,12014.8,12.29283435705448
2541,1741.91,2779.61,12.297692099382592
7220,1735.92,7448.52,12.347304179499828
3905,1760.92,8177.25,12.349858650092024
7289,1765.2,7813.48,12.377627840984792
23541,2003.38,11971.3,12.381677891627625
18996,1828.56,10138.4,12.392912790033565
2529,1659.78,2642.07,12.402783897407703
21266,1962.45,11209.3,12.406449752404344
24300,2213.13,12078.2,12.41261578124606
24324,2561.54,12816.1,12.435747180221181
21242,1975.71,11048.2,12.442483285142368
1439,1730.27,3162.08,12.452367068236457
25462,2299.47,12338.8,12.476233566652699
5721,1798.26,2032.71,12.479616384124526
21753,1862.66,11403.4,12.488233646932528
3885,1768.19,7068.54,12.52829712979093
19024,1797.3,10259.8,12.528341353707857
266,1750.08,5445.48,12.529345445474798
9587,1810.6,1048.86,12.540110223624522
26568,2707.98,13380.6,12.559271788318776
1423,1735.12,2797.82,12.560947774326475
16555,1628.82,9857.11,12.576958506478643
19022,1752.59,10284.6,12.584726852962858
11287,1584.71,266.361,12.608955755090616
23564,2216.12,12012.2,12.610604195468978
21250,1852.4,11217.4,12.630186454435812
1438,1758.6,3150.55,12.630799112786276
1437,1689.7,3135.71,12.658748909046867
20184,1655.3,10452.7,12.664261977836874
7585,1275.08,1378.84,12.668456452749849
24965,2350.21,12543.7,12.674058756476128
7313,1745.69,8039.16,12.681052735642272
22851,2235.18,11871.2,12.688377236750629
111,1707.81,4338.4,12.730984138412657
471,1723.36,3337.1,12.752700104102113
201,1663.73,5001.82,12.76874739813323
21236,1948.03,11031.8,12.771025955771151
21234,1981.29,10996.7,12.774522894782091
21184,1800.82,10576.2,12.786040805888998
3917,1790.47,8301.77,12.79721975422384
23542,2193.93,11910.6,12.83914065403396
9544,1787.69,546.722,12.860449785065327
18997,1808.57,10176.3,12.863854698298063
2518,1747.45,1940.92,12.875121769559707
18999,1817.32,10199.1,12.883509066338853
470,1744.65,3328.3,12.885924562511034
12884,1592.8,9405.35,12.889548627078279
21764,2035.87,11390.9,12.895091840399369
475,1847.08,3423.39,12.926102991603832
20195,1900.24,10487.0,12.942243485707145
55,1796.22,3602.01,12.945488075067761
21233,1963.38,10983.6,12.955199146190752
9776,1784.28,2155.21,12.957907100840831
23539,2000.9,11959.0,12.969674071186583
346,1808.41,5924.16,12.980760808709308
19025,1773.91,10266.2,12.98718856865991
113,1620.12,4349.04,12.988722176679513
22278,1972.04,11499.7,12.9896193056108
18991,1820.54,10179.5,13.008494237752997
7239,1758.13,7590.69,13.037268133148975
2582,1630.24,2899.1,13.038217455717025
14270,1781.73,9465.76,13.063958874297041
14256,1520.96,9515.91,13.067477496226303
2603,1769.25,2869.24,13.076879697665776
2591,1845.61,2900.27,13.08952756863788
27656,3121.17,13208.0,13.092690487828428
2604,1772.47,2880.0,13.114535858969044
20675,1890.13,10539.4,13.12348861850229
18978,1731.33,10163.8,13.145382758825624
23552,2131.16,11971.9,13.152890272063678
23533,2043.04,11912.0,13.158446467479166
27700,2295.61,13511.2,13.160587253075452
1469,1750.09,3302.86,13.179448027152306
22853,2173.88,11899.5,13.18548281233643
490,1673.71,3606.99,13.25236340733017
4011,1713.43,2532.88,13.273645200690797
27149,2464.67,13114.9,13.282720419216725
14271,1542.94,9540.77,13.315684711636226
21669,1903.25,10740.1,13.339227128698004
9539,1621.54,533.812,13.33996094242463
98,1799.99,4143.89,13.340575858181627
307,1740.04,5751.44,13.349025563055333
19653,1894.47,10317.9,13.358005134427769
396,1763.51,6420.25,13.36306668772171
7315,1746.49,7949.19,13.369707931161003
2567,1576.17,2881.83,13.427426939721633
5567,1752.32,7467.31,13.427660188730618
16546,1731.36,9818.14,13.431238537911222
5759,1834.32,2303.05,13.433348961335764
9753,1636.47,2159.0,13.45808650444977
11288,1561.49,284.596,13.460929723138975
22285,1968.33,11549.3,13.483607486426576
189,1799.26,4833.89,13.501977126670951
22252,1838.09,11438.7,13.509236661646623
21248,1943.02,11133.3,13.51471467090085
320,1823.86,5826.24,13.539485649233589
394,1449.23,6473.88,13.568667901336072
23556,2200.47,11983.2,13.57187305701515
3972,1782.73,1834.55,13.577596766345165
5679,1794.24,1573.65,13.612532292798514
5766,1697.71,2596.54,13.6188587345526
21686,1957.57,10837.6,13.624645117680576
4049,1825.7,2728.06,13.645333137061405
20194,1896.24,10456.6,13.649333486305979
1471,1741.33,3397.54,13.663781022398704
1429,1646.96,2970.19,13.665865483143715
1424,1762.65,2822.34,13.669204800928785
2471,1781.84,7010.07,13.675025533658623
56,1689.38,3884.86,13.675351839935168
173,1655.37,4789.91,13.695403323502692
11263,1592.09,9351.6,13.711487951885736
127,1669.86,4582.18,13.730909595974314
62,1788.68,3873.21,13.74550303909946
5609,1791.23,8130.23,13.746856457468763
3992,1853.99,2419.21,13.75079835049517
190,1788.46,4871.52,13.766672550089874
27657,3128.98,13215.5,13.766691184844207
21183,1828.79,10558.1,13.793273539539467
22852,2192.32,11895.5,13.824776013754926
21185,1865.75,10582.5,13.835040766134243
2557,1807.62,2775.96,13.843870684931312
28732,2894.48,13613.9,13.851782036591068
65,1663.6,3963.39,13.865934286162702
28729,2702.47,13767.6,13.892091960421968
290,1817.26,5475.31,13.894756673638163
21235,1963.59,11004.1,13.90850142046913
16544,1640.57,9805.43,13.990462003506542
2536,1842.4,2615.51,14.028827319998664
24299,2174.03,12058.2,14.030407171505024
273,1774.78,5362.73,14.0413958499961
18964,1842.85,10023.4,14.050787092758405
27150,2392.29,13118.0,14.069252544056765
2457,1502.05,6959.33,14.069630014433045
7209,1546.76,7562.81,14.079963006618867
24305,2214.59,12102.3,14.082975535120209
7264,1673.15,7656.26,14.08303998610118
3914,1769.63,8169.36,14.091388803737715
1449,1809.33,3163.53,14.108555772472016
288,1690.47,5610.04,14.122735447163711
25468,2152.09,12471.9,14.130274228482197
23512,1908.63,11817.9,14.146668849588051
2535,1824.75,2604.53,14.156013459331454
26521,2459.52,13070.6,14.175612050923212
3916,1769.54,8189.67,14.184877602866337
364,1699.04,6125.18,14.1876575429815
2588,1685.01,2924.36,14.190638275167526
26566,2796.4,13369.1,14.20174147462962
476,1789.2,3434.51,14.210110748266123
